project_id,risk_category,duration_proposed_to_scrutiny,duration_scrutiny_to_notification,duration_notification_to_declaration,duration_declaration_to_award,duration_award_to_compensation,duration_compensation_to_possession,duration_possession_to_closed,area_acquired_hectares,dispute_duration_days,pending_approvals_count,avg_approval_turnaround_days,stakeholder_responsiveness_score,compensation_assessed_inr,compensation_disbursed_inr,compensation_disbursed_pct,affected_families,displaced_families,rr_progress_percent,cohort_benchmark_days,legal_dispute_flag,documentation_complete,rr_required,project_type,state,status,dispute_type
PRJ-00797,High,111,81,122,115,53,86,47,8.22,172,0,24.1,3.6,5028.0,1635.0,0.3251,72,18,0.0,697,1,1,1,Resettlement,Rajasthan,active,title_dispute
PRJ-00798,High,77,42,127,119,52,55,49,8.38,193,1,36.1,3.7,297607.0,132941.0,0.4467,231,128,51.2,549,0,0,0,Power Line,Maharashtra,on_hold,encroachment
PRJ-00799,High,81,78,162,45,47,137,56,3.57,213,0,11.6,4.7,61182.0,27293.0,0.4461,352,221,0.0,475,0,1,0,Power Line,Gujarat,planned,boundary
PRJ-00800,High,94,73,145,41,33,67,48,2.11,88,0,54.2,3.6,11457.0,670.0,0.0585,65,50,4.5,732,0,1,1,Highway,Tamil Nadu,planned,boundary
PRJ-00801,Low,85,45,122,37,33,91,45,4.25,4,0,50.5,4.7,345696.0,345696.0,1.0,255,61,92.7,705,0,1,1,Power Line,Tamil Nadu,completed,compensation
PRJ-00802,High,79,74,142,73,107,53,78,4.49,143,3,28.2,0.7,74122.0,26543.0,0.3581,10,0,16.3,442,1,1,0,Border Infrastructure,Karnataka,completed,boundary
PRJ-00803,High,97,67,158,109,92,111,63,3.12,33,1,52.3,2.3,52304.0,23427.0,0.4479,201,77,42.3,730,0,1,1,Highway,Gujarat,completed,boundary
PRJ-00804,High,99,33,131,115,59,111,44,4.13,196,1,40.9,1.1,70430.0,12783.0,0.1815,212,137,8.1,410,0,1,1,Highway,Tamil Nadu,on_hold,none
PRJ-00805,High,96,66,156,123,59,54,81,4.68,230,0,37.0,2.5,662325.0,1391.0,0.0021,390,234,9.2,737,1,1,1,Border Infrastructure,Andhra Pradesh,planned,legal_challenge
PRJ-00806,Medium,54,46,90,73,67,134,64,0.93,88,0,15.1,3.2,101724.0,42734.0,0.4201,25,2,28.4,505,0,0,1,Power Line,Telangana,active,none
PRJ-00807,Medium,55,49,80,73,110,67,72,7.35,83,0,52.1,4.0,157756.0,122655.0,0.7775,221,172,80.5,736,1,0,1,Highway,Maharashtra,planned,legal_challenge
PRJ-00808,High,89,61,157,115,95,103,54,1.18,37,3,13.2,3.3,304935.0,55163.0,0.1809,360,90,32.0,580,1,1,1,Highway,Rajasthan,on_hold,title_dispute
PRJ-00809,High,37,79,92,116,87,108,83,2.58,99,0,48.4,1.6,320370.0,146441.0,0.4571,101,11,21.8,510,1,1,0,Industrial,Andhra Pradesh,planned,title_dispute
PRJ-00810,Low,67,40,110,81,76,81,80,22.09,40,0,10.5,2.6,714508.0,499584.0,0.6992,43,18,88.6,533,0,1,1,Railway,Gujarat,on_hold,boundary
PRJ-00811,Medium,114,72,66,108,96,60,60,21.66,14,0,23.7,2.5,114131.0,72450.0,0.6348,327,191,60.5,724,1,1,1,Resettlement,Karnataka,completed,title_dispute
PRJ-00812,High,102,64,131,135,102,70,63,4.2,171,1,25.4,2.8,74069.0,34346.0,0.4637,219,143,30.1,561,1,1,1,Power Line,Gujarat,on_hold,legal_challenge
PRJ-00813,Medium,70,44,145,141,43,111,49,8.91,73,0,58.5,3.0,171598.0,119775.0,0.698,355,155,62.2,433,0,0,0,Railway,Maharashtra,active,none
PRJ-00814,Low,32,65,73,52,87,89,37,5.2,1,0,26.5,4.4,56278.0,56278.0,1.0,198,150,100.0,800,0,1,0,Industrial,Rajasthan,active,boundary
PRJ-00815,High,44,61,75,89,99,82,79,7.24,189,2,46.6,3.5,20593.0,0.0,0.0,287,62,38.3,450,0,0,0,Railway,Rajasthan,completed,none
PRJ-00816,High,109,62,148,133,102,75,64,1.85,184,5,24.8,0.4,2919.0,929.0,0.3183,309,218,21.5,606,1,1,1,Industrial,Uttar Pradesh,on_hold,title_dispute
PRJ-00817,Low,80,38,110,52,89,57,44,1.68,24,0,20.7,2.9,6254.0,6254.0,1.0,32,23,99.8,727,1,1,0,Power Line,Maharashtra,active,title_dispute
PRJ-00818,Medium,63,44,136,115,60,81,58,23.53,102,2,7.3,3.3,55402.0,17158.0,0.3097,413,154,51.8,546,1,1,1,Power Line,Gujarat,completed,title_dispute
PRJ-00819,Medium,111,74,135,79,54,127,58,3.21,65,0,23.4,5.5,180648.0,85790.0,0.4749,329,20,59.0,773,0,0,1,Resettlement,Gujarat,planned,boundary
PRJ-00820,Medium,64,51,132,68,109,57,57,5.42,72,0,59.7,2.7,11419561.0,7069850.0,0.6191,497,377,61.5,746,1,1,1,Highway,Telangana,planned,title_dispute
PRJ-00821,High,52,55,147,124,96,108,65,2.36,237,5,51.3,4.5,2723466.0,493492.0,0.1812,362,36,10.6,407,1,1,0,Border Infrastructure,Tamil Nadu,completed,legal_challenge
PRJ-00822,High,91,60,152,81,69,122,59,0.85,94,1,20.2,3.6,384059.0,85261.0,0.222,383,202,52.5,670,1,1,1,Power Line,Maharashtra,completed,title_dispute
PRJ-00823,Low,46,45,116,80,60,94,61,12.46,5,0,23.4,2.4,302617.0,293417.0,0.9696,185,140,70.2,616,0,1,0,Industrial,Madhya Pradesh,active,compensation
PRJ-00824,High,80,76,136,131,98,121,55,2.68,51,3,34.5,5.8,196558.0,0.0,0.0,158,61,39.0,535,1,0,0,Power Line,West Bengal,active,legal_challenge
PRJ-00825,Critical,91,84,98,132,65,52,54,2.98,305,7,53.0,4.5,107584.0,33792.0,0.3141,427,305,0.0,637,0,1,1,Border Infrastructure,Telangana,active,boundary
PRJ-00826,Medium,103,50,138,58,86,91,44,2.47,16,0,26.1,2.0,105743.0,74464.0,0.7042,184,131,83.2,495,0,0,1,Railway,Maharashtra,completed,boundary
PRJ-00827,Low,63,49,83,39,55,39,52,5.85,30,0,12.4,6.4,257527.0,216194.0,0.8395,84,51,91.4,528,0,1,1,Highway,Gujarat,active,encroachment
PRJ-00828,High,77,79,158,135,53,65,66,10.9,73,0,34.8,4.2,38401.0,16413.0,0.4274,229,120,24.3,624,0,1,1,Resettlement,Rajasthan,completed,compensation
PRJ-00829,Low,66,38,170,56,47,76,53,0.72,19,0,29.2,1.7,177853.0,128410.0,0.722,25,2,90.9,615,1,1,1,Highway,Uttar Pradesh,on_hold,title_dispute
PRJ-00830,Critical,82,69,176,82,52,138,84,3.94,130,0,31.0,4.5,159046.0,0.0,0.0,220,86,0.0,653,0,1,1,Industrial,Maharashtra,active,encroachment
PRJ-00831,Low,79,61,103,41,96,66,44,24.12,6,0,39.6,0.9,93005.0,59570.0,0.6405,69,8,62.6,656,1,1,1,Railway,Uttar Pradesh,completed,compensation
PRJ-00832,Medium,93,65,165,71,73,88,50,6.6,69,3,37.5,1.3,7185.0,4136.0,0.5756,47,28,41.0,526,0,1,1,Border Infrastructure,West Bengal,planned,encroachment
PRJ-00833,Medium,46,53,122,86,85,72,53,1.33,54,0,49.6,5.9,59783.0,51383.0,0.8595,247,139,57.9,452,1,1,1,Highway,Rajasthan,on_hold,title_dispute
PRJ-00834,Critical,83,58,151,136,109,102,89,2.61,299,1,37.7,4.8,130834.0,0.0,0.0,122,11,0.9,605,1,1,0,Railway,Andhra Pradesh,active,compensation
PRJ-00835,Critical,99,72,162,89,93,69,76,11.13,167,5,45.3,3.0,22804.0,1528.0,0.067,273,66,0.0,724,0,0,1,Highway,Uttar Pradesh,active,none
PRJ-00836,Medium,85,68,123,41,102,99,37,1.56,11,1,50.0,4.8,129121.0,98778.0,0.765,61,13,60.8,543,1,1,0,Border Infrastructure,Uttar Pradesh,planned,legal_challenge
PRJ-00837,Low,55,34,126,37,34,70,36,6.87,1,0,5.4,1.3,438824.0,341449.0,0.7781,113,25,92.8,543,0,1,1,Resettlement,Gujarat,planned,compensation
PRJ-00838,Medium,68,36,78,65,70,100,59,13.25,19,0,26.6,3.4,2134088.0,1460570.0,0.6844,347,3,81.7,682,0,0,1,Resettlement,Tamil Nadu,completed,boundary
PRJ-00839,High,70,82,131,67,82,67,67,52.14,210,3,35.9,2.0,87745.0,37809.0,0.4309,126,65,20.8,507,1,1,1,Power Line,West Bengal,on_hold,title_dispute
PRJ-00840,High,60,46,113,64,117,50,60,16.23,196,1,29.9,5.9,666166.0,45832.0,0.0688,103,58,50.3,450,1,1,1,Industrial,Karnataka,planned,none
PRJ-00841,Low,85,54,92,71,79,110,36,5.84,27,1,26.2,1.3,17991.0,15564.0,0.8651,369,74,100.0,788,0,1,0,Industrial,Madhya Pradesh,active,none
PRJ-00842,Low,42,58,121,50,49,138,44,26.15,14,0,46.8,5.0,17630.0,17630.0,1.0,481,366,100.0,411,0,1,0,Border Infrastructure,West Bengal,planned,encroachment
PRJ-00843,Low,72,41,71,89,49,73,62,2.86,38,1,35.9,2.3,847313.0,670225.0,0.791,355,151,81.6,662,1,1,1,Highway,Rajasthan,planned,title_dispute
PRJ-00844,High,96,53,147,85,102,60,76,11.69,159,3,10.5,1.6,1367236.0,0.0,0.0,110,16,24.9,481,1,1,0,Border Infrastructure,Tamil Nadu,completed,legal_challenge
PRJ-00845,High,98,61,129,126,78,103,37,8.07,189,2,13.7,3.7,7790.0,1087.0,0.1396,160,109,45.7,551,1,1,0,Railway,Maharashtra,completed,legal_challenge
PRJ-00846,Medium,82,38,145,73,80,51,59,4.44,4,0,18.0,2.2,94537.0,67566.0,0.7147,487,344,61.1,468,1,1,0,Industrial,Tamil Nadu,planned,legal_challenge
PRJ-00847,High,107,80,105,105,42,131,64,5.83,209,3,7.4,1.9,5073.0,1175.0,0.2316,171,11,30.2,761,0,1,1,Industrial,Gujarat,planned,none
PRJ-00848,Medium,52,73,94,103,71,75,67,3.03,3,3,30.1,7.1,2863034.0,1452417.0,0.5073,117,68,36.9,543,1,1,1,Resettlement,Telangana,on_hold,none
PRJ-00849,High,48,52,137,127,104,57,63,3.11,145,2,37.1,3.9,349584.0,157208.0,0.4497,450,225,46.3,709,1,1,0,Power Line,Andhra Pradesh,planned,title_dispute
PRJ-00850,High,42,62,131,70,65,103,61,21.36,117,1,52.2,2.1,40612.0,11782.0,0.2901,233,43,66.7,771,0,0,1,Resettlement,Gujarat,on_hold,compensation
PRJ-00851,Medium,83,88,132,106,103,57,66,4.55,41,1,42.4,1.6,409318.0,325572.0,0.7954,296,116,15.8,773,0,1,1,Highway,Madhya Pradesh,completed,compensation
PRJ-00852,High,80,64,114,69,46,74,67,2.88,65,0,11.0,3.1,139616.0,10066.0,0.0721,78,4,16.4,525,0,1,1,Industrial,Rajasthan,active,encroachment
PRJ-00853,Low,61,35,73,46,79,70,31,2.38,19,0,33.1,4.9,173134.0,122423.0,0.7071,61,40,77.8,790,1,1,0,Industrial,Andhra Pradesh,planned,legal_challenge
PRJ-00854,Low,47,46,132,117,45,74,56,0.53,45,0,15.6,2.8,84637.0,73871.0,0.8728,410,316,99.1,454,0,1,0,Industrial,Tamil Nadu,planned,boundary
PRJ-00855,High,103,42,135,106,103,62,55,10.19,172,1,56.6,1.6,80229.0,26524.0,0.3306,162,42,6.3,479,0,1,1,Industrial,Karnataka,active,encroachment
PRJ-00856,Low,95,48,72,66,52,76,47,1.28,15,0,57.5,5.7,74735.0,57389.0,0.7679,266,188,100.0,612,0,1,1,Highway,Andhra Pradesh,planned,none
PRJ-00857,Medium,36,51,80,95,70,119,64,6.67,49,0,40.3,1.7,1000656.0,572275.0,0.5719,120,88,99.5,750,0,1,0,Industrial,Maharashtra,completed,encroachment
PRJ-00858,Low,48,57,87,46,31,83,47,2.62,32,1,31.7,6.3,1239269.0,936763.0,0.7559,44,21,89.7,460,0,1,1,Border Infrastructure,Karnataka,active,none
PRJ-00859,Medium,73,66,129,120,83,145,53,6.77,73,0,43.0,3.7,203618.0,60515.0,0.2972,352,119,81.1,741,0,1,1,Railway,Maharashtra,active,compensation
PRJ-00860,Medium,112,55,94,75,77,50,59,2.27,49,0,5.7,2.7,49945.0,38548.0,0.7718,408,0,75.2,476,1,1,1,Resettlement,Karnataka,completed,title_dispute
PRJ-00861,Medium,43,75,98,90,80,62,83,2.56,108,0,56.5,2.4,2794003.0,1094970.0,0.3919,62,28,54.5,772,0,0,1,Resettlement,Tamil Nadu,active,encroachment
PRJ-00862,Medium,79,51,95,33,80,109,51,1.37,69,2,39.2,1.6,125205.0,118907.0,0.9497,360,280,59.0,708,0,1,0,Industrial,Tamil Nadu,completed,boundary
PRJ-00863,High,79,78,113,77,98,48,45,4.09,135,3,27.1,1.6,771873.0,405311.0,0.5251,277,118,45.4,517,1,1,0,Border Infrastructure,Gujarat,completed,legal_challenge
PRJ-00864,Low,85,59,132,47,91,55,32,1.72,16,0,18.8,4.3,584455.0,517593.0,0.8856,109,86,100.0,408,1,1,1,Railway,Uttar Pradesh,active,title_dispute
PRJ-00865,Medium,62,68,114,96,75,58,71,8.8,25,1,20.7,0.9,46543.0,26464.0,0.5686,240,27,74.4,682,0,1,1,Highway,Tamil Nadu,planned,boundary
PRJ-00866,High,94,74,100,95,84,91,59,1.95,44,1,44.0,2.1,948689.0,161277.0,0.17,198,116,35.9,756,0,1,0,Industrial,Gujarat,active,none
PRJ-00867,High,95,86,146,125,86,57,79,4.67,13,1,37.8,1.2,7203.0,0.0,0.0,192,21,0.0,525,1,0,1,Highway,Telangana,completed,legal_challenge
PRJ-00868,Medium,76,50,170,88,57,86,74,1.64,33,3,50.0,2.2,72712.0,42347.0,0.5824,362,274,65.0,640,0,1,0,Border Infrastructure,Telangana,active,compensation
PRJ-00869,Low,75,66,66,94,65,37,49,5.26,19,0,35.1,1.8,26738.0,26738.0,1.0,314,188,100.0,657,0,1,1,Resettlement,Maharashtra,planned,compensation
PRJ-00870,High,94,76,155,58,74,113,65,5.38,93,5,27.4,1.1,1086746.0,324937.0,0.299,161,91,30.8,616,1,1,1,Power Line,Uttar Pradesh,completed,legal_challenge
PRJ-00871,High,76,82,144,126,97,93,65,2.8,152,0,47.8,1.6,2265458.0,511087.0,0.2256,117,36,17.4,781,0,1,1,Railway,Karnataka,completed,compensation
PRJ-00872,High,79,67,67,142,73,122,65,5.64,124,1,44.0,2.9,170469.0,76489.0,0.4487,32,20,31.8,731,1,1,1,Border Infrastructure,Madhya Pradesh,on_hold,title_dispute
PRJ-00873,High,72,72,137,111,81,88,41,8.91,133,0,41.9,4.0,1304651.0,578743.0,0.4436,127,28,13.8,677,1,0,1,Highway,Karnataka,on_hold,legal_challenge
PRJ-00874,Low,96,72,149,117,64,54,65,2.57,19,0,17.8,2.1,81778.0,69593.0,0.851,128,27,96.6,691,0,1,0,Railway,Gujarat,planned,boundary
PRJ-00875,High,111,55,107,118,89,124,81,1.58,3,4,35.3,2.8,59550.0,16781.0,0.2818,389,87,29.7,603,0,0,1,Highway,Maharashtra,on_hold,none
PRJ-00876,High,93,70,94,84,57,124,73,2.8,34,3,58.2,1.5,553951.0,240249.0,0.4337,213,152,45.4,657,1,1,1,Power Line,Uttar Pradesh,on_hold,compensation
PRJ-00877,High,99,71,143,125,73,96,82,6.45,16,3,43.6,1.1,107923.0,51307.0,0.4754,87,10,27.9,637,1,0,0,Border Infrastructure,Telangana,completed,legal_challenge
PRJ-00878,Low,90,71,75,66,59,133,58,1.25,41,1,27.4,3.1,111334.0,111334.0,1.0,378,184,97.6,667,1,1,1,Industrial,Gujarat,active,title_dispute
PRJ-00879,High,68,53,161,117,96,71,47,3.94,137,0,6.4,4.7,65013.0,5630.0,0.0866,461,262,15.5,749,0,0,1,Resettlement,Tamil Nadu,on_hold,boundary
PRJ-00880,Medium,52,61,115,106,94,96,38,2.15,143,0,39.0,3.4,67869.0,42106.0,0.6204,417,4,55.3,792,0,1,0,Railway,Telangana,planned,compensation
PRJ-00881,Medium,58,68,66,34,83,101,67,5.12,47,0,56.2,2.6,266610.0,266610.0,1.0,39,8,65.1,586,0,0,0,Border Infrastructure,Karnataka,planned,encroachment
PRJ-00882,High,86,78,148,112,85,87,48,3.12,172,1,27.5,1.0,48886.0,12500.0,0.2557,486,48,13.3,691,0,1,1,Resettlement,Madhya Pradesh,completed,boundary
PRJ-00883,Critical,104,66,90,130,53,140,42,12.58,60,6,31.4,0.9,194583.0,0.0,0.0,192,78,0.0,719,1,1,1,Border Infrastructure,Rajasthan,completed,legal_challenge
PRJ-00884,Critical,103,62,133,101,101,137,75,2.46,306,0,30.9,2.5,150814.0,2096.0,0.0139,322,251,4.3,429,0,0,0,Railway,Uttar Pradesh,completed,boundary
PRJ-00885,Medium,64,75,141,95,58,55,34,9.41,109,2,10.9,5.7,327220.0,130626.0,0.3992,442,25,76.5,598,0,1,1,Industrial,Maharashtra,planned,boundary
PRJ-00886,Low,45,44,70,49,92,133,55,24.98,4,0,55.4,2.1,30235.0,30235.0,1.0,398,137,100.0,605,0,1,0,Power Line,Madhya Pradesh,completed,none
PRJ-00887,Medium,62,45,96,67,104,104,52,1.72,5,2,16.0,1.8,158685.0,80913.0,0.5099,84,63,79.8,474,0,1,1,Industrial,Madhya Pradesh,completed,none
PRJ-00888,High,83,65,95,70,102,131,55,1.18,191,2,11.2,3.4,939711.0,383120.0,0.4077,32,5,25.7,411,0,1,1,Border Infrastructure,Telangana,planned,boundary
PRJ-00889,Medium,69,39,92,64,69,61,38,6.12,11,1,45.2,4.0,624056.0,471349.0,0.7553,452,257,83.2,614,0,1,1,Highway,Tamil Nadu,active,none
PRJ-00890,Critical,110,73,170,94,81,54,73,4.46,195,4,44.7,1.6,38943.0,7609.0,0.1954,498,300,7.7,484,1,1,1,Industrial,Rajasthan,planned,none
PRJ-00891,Medium,62,72,113,42,71,53,84,5.62,154,2,37.3,5.3,23678.0,7809.0,0.3298,426,3,57.7,800,1,1,1,Power Line,Andhra Pradesh,active,title_dispute
PRJ-00892,High,83,63,158,70,37,56,53,3.57,107,0,6.8,0.4,425040.0,57083.0,0.1343,82,58,36.2,475,0,1,0,Railway,Telangana,active,boundary
PRJ-00893,Critical,114,41,142,137,97,91,66,0.78,60,6,42.4,2.8,61717.0,0.0,0.0,332,257,0.3,449,1,1,1,Resettlement,Uttar Pradesh,planned,encroachment
PRJ-00894,Medium,57,77,133,106,47,111,53,3.18,67,1,19.5,4.2,109920.0,67513.0,0.6142,492,75,56.2,747,1,1,1,Border Infrastructure,Gujarat,active,legal_challenge
PRJ-00895,High,68,38,108,121,40,84,37,8.89,31,3,25.4,2.4,414797.0,75535.0,0.1821,337,269,43.4,611,0,1,1,Highway,West Bengal,on_hold,boundary
PRJ-00896,Critical,94,58,155,110,106,142,49,2.69,216,5,23.4,1.7,13114591.0,0.0,0.0,196,27,8.7,704,1,1,1,Border Infrastructure,Andhra Pradesh,on_hold,none
PRJ-00897,High,94,65,108,107,72,99,62,2.59,31,0,26.0,3.2,2838205.0,1139539.0,0.4015,417,279,36.4,445,1,1,0,Power Line,Uttar Pradesh,on_hold,title_dispute
PRJ-00898,High,101,51,101,114,103,130,71,11.29,208,0,33.9,5.4,307544.0,70366.0,0.2288,329,116,35.1,697,1,1,1,Highway,Uttar Pradesh,completed,title_dispute
PRJ-00899,High,36,70,149,121,106,37,30,4.9,219,4,31.0,4.1,79988.0,15846.0,0.1981,63,9,6.4,640,0,1,0,Border Infrastructure,Rajasthan,active,compensation
PRJ-00900,Critical,117,56,145,146,107,147,87,1.24,107,7,31.9,1.5,2811070.0,197899.0,0.0704,150,32,0.0,737,1,1,0,Border Infrastructure,Madhya Pradesh,completed,none
PRJ-00901,High,109,68,112,135,85,128,72,8.84,190,0,26.0,2.1,94839.0,27181.0,0.2866,12,0,19.7,591,0,1,0,Power Line,Uttar Pradesh,active,none
PRJ-00902,Critical,64,75,164,134,95,124,82,5.32,122,7,51.3,1.0,149699.0,0.0,0.0,205,31,0.0,729,1,0,1,Resettlement,West Bengal,active,legal_challenge
PRJ-00903,Critical,102,45,112,65,51,90,73,4.25,186,1,58.1,2.5,188641.0,0.0,0.0,211,152,0.0,664,1,0,0,Railway,Maharashtra,completed,compensation
PRJ-00904,High,114,70,148,98,98,103,80,2.35,115,2,20.5,4.2,161474.0,81415.0,0.5042,433,191,33.2,565,1,0,1,Railway,Tamil Nadu,planned,title_dispute
PRJ-00905,High,98,67,79,99,39,115,57,0.68,171,0,31.0,3.2,23826.0,4315.0,0.1811,297,90,47.7,780,0,1,1,Highway,Uttar Pradesh,active,none
PRJ-00906,Critical,100,57,129,110,91,137,65,2.98,136,2,55.0,5.5,3122.0,0.0,0.0,279,187,17.7,771,1,1,0,Industrial,West Bengal,active,title_dispute
PRJ-00907,Low,38,47,76,112,103,67,35,5.09,6,0,48.2,0.8,3180033.0,3180033.0,1.0,331,260,100.0,452,0,1,1,Power Line,Rajasthan,planned,boundary
PRJ-00908,Low,55,42,69,51,43,72,53,1.17,23,0,38.5,2.2,155085.0,148758.0,0.9592,472,316,84.1,600,0,1,1,Resettlement,Tamil Nadu,on_hold,compensation
PRJ-00909,Low,69,67,152,144,46,74,47,5.04,26,0,36.0,3.0,56291.0,47121.0,0.8371,197,140,75.2,724,1,1,1,Highway,Uttar Pradesh,completed,title_dispute
PRJ-00910,Critical,111,76,151,115,48,140,75,11.0,304,0,59.7,4.9,496946.0,118174.0,0.2378,65,50,0.0,577,0,1,0,Industrial,Tamil Nadu,on_hold,none
PRJ-00911,Low,107,86,74,122,51,89,46,7.97,2,1,58.2,3.6,42481.0,37290.0,0.8778,16,6,86.3,789,0,1,1,Railway,Tamil Nadu,on_hold,none
PRJ-00912,Medium,56,46,106,42,101,51,73,5.76,77,0,9.6,1.9,703066.0,408060.0,0.5804,142,31,63.6,502,0,1,1,Highway,Gujarat,on_hold,compensation
PRJ-00913,High,108,64,148,103,90,87,53,4.99,188,4,34.8,0.6,134191.0,24476.0,0.1824,267,202,12.6,498,0,0,0,Power Line,Andhra Pradesh,on_hold,encroachment
PRJ-00914,High,68,42,176,121,53,45,75,3.86,237,3,29.2,0.9,2270719.0,821546.0,0.3618,89,56,3.8,769,1,1,0,Border Infrastructure,Rajasthan,planned,legal_challenge
PRJ-00915,High,91,80,135,116,59,73,64,1.3,193,3,14.7,0.6,22410.0,7779.0,0.3471,224,35,31.9,580,0,1,1,Railway,Uttar Pradesh,on_hold,boundary
PRJ-00916,Medium,37,51,93,110,92,69,51,4.87,126,3,18.0,2.0,21461.0,19319.0,0.9002,185,58,77.0,458,1,1,1,Highway,Tamil Nadu,on_hold,legal_challenge
PRJ-00917,Low,70,46,82,67,60,86,74,1.43,26,1,7.0,2.0,41467.0,38017.0,0.9168,195,22,89.6,560,0,1,1,Border Infrastructure,West Bengal,active,boundary
PRJ-00918,High,107,84,154,133,68,77,34,5.39,94,6,43.9,3.8,148505.0,35894.0,0.2417,38,11,29.4,708,1,0,1,Industrial,West Bengal,completed,legal_challenge
PRJ-00919,Critical,82,32,156,128,103,96,70,0.85,191,5,24.8,3.0,167552.0,37515.0,0.2239,167,108,0.0,501,1,0,1,Resettlement,Andhra Pradesh,planned,legal_challenge
PRJ-00920,Medium,92,53,99,115,65,40,54,9.98,26,2,41.0,3.7,76630.0,67105.0,0.8757,92,44,45.5,702,0,1,1,Border Infrastructure,Madhya Pradesh,planned,boundary
PRJ-00921,Low,45,38,99,73,101,41,54,3.94,26,0,34.0,4.2,28025.0,28025.0,1.0,463,197,100.0,670,1,1,1,Highway,Telangana,completed,boundary
PRJ-00922,High,61,62,130,99,112,51,83,1.32,101,3,37.0,1.3,111424.0,39366.0,0.3533,390,107,27.4,440,0,1,0,Border Infrastructure,Karnataka,planned,encroachment
PRJ-00923,High,108,61,149,123,103,113,65,1.43,52,4,58.2,4.1,44784.0,0.0,0.0,485,239,17.9,414,1,1,1,Resettlement,Uttar Pradesh,completed,encroachment
PRJ-00924,High,93,56,139,98,89,85,73,19.29,83,1,49.3,2.2,768458.0,389531.0,0.5069,50,7,4.5,588,1,1,1,Highway,Tamil Nadu,on_hold,title_dispute
PRJ-00925,High,72,52,153,64,112,132,82,1.28,19,0,54.9,4.7,47907.0,13380.0,0.2793,29,21,7.4,438,1,1,1,Highway,Andhra Pradesh,planned,boundary
PRJ-00926,High,96,48,137,73,47,93,48,4.88,35,1,45.1,2.6,935115.0,305222.0,0.3264,168,115,29.7,785,0,1,1,Resettlement,Uttar Pradesh,active,compensation
PRJ-00927,Low,62,45,128,38,56,61,56,1.05,33,0,58.1,3.1,95283.0,61943.0,0.6501,300,114,78.3,650,1,1,1,Power Line,Uttar Pradesh,completed,title_dispute
PRJ-00928,High,81,60,96,87,105,87,74,3.56,278,0,38.7,0.9,27880.0,3086.0,0.1107,185,82,54.0,524,0,1,1,Industrial,Madhya Pradesh,planned,boundary
PRJ-00929,Medium,62,70,108,73,98,93,39,2.06,72,0,14.8,3.0,40239.0,40239.0,1.0,244,159,68.3,496,0,1,1,Highway,Karnataka,completed,none
PRJ-00930,High,110,73,140,86,60,94,71,5.8,237,1,39.9,6.8,1724270.0,398996.0,0.2314,439,177,59.9,466,0,1,0,Railway,Telangana,on_hold,boundary
PRJ-00931,Low,63,85,72,72,41,50,47,7.39,26,1,13.6,6.2,525556.0,514362.0,0.9787,89,48,95.1,695,0,1,0,Railway,Telangana,active,encroachment
PRJ-00932,Low,95,52,112,143,52,61,41,4.56,2,1,54.3,1.8,2903149.0,2388130.0,0.8226,343,145,100.0,580,0,1,1,Industrial,Karnataka,planned,encroachment
PRJ-00933,Medium,92,56,147,64,63,47,55,6.77,130,2,25.9,2.5,1462439.0,1112477.0,0.7607,32,11,42.4,589,1,1,0,Industrial,Uttar Pradesh,active,encroachment
PRJ-00934,Medium,83,63,162,65,73,91,88,13.61,122,1,16.1,0.3,187295.0,90014.0,0.4806,276,134,44.3,665,0,1,0,Industrial,Uttar Pradesh,on_hold,compensation
PRJ-00935,Critical,78,42,171,116,106,103,83,2.93,263,3,31.6,0.9,57474.0,891.0,0.0155,127,6,6.7,451,0,1,0,Industrial,Karnataka,planned,none
PRJ-00936,Medium,43,48,106,105,41,64,67,32.41,77,0,40.7,4.4,39411.0,27812.0,0.7057,258,42,77.1,504,0,1,0,Border Infrastructure,Uttar Pradesh,completed,none
PRJ-00937,Critical,113,83,141,115,36,83,38,3.61,288,6,46.5,0.8,251000.0,49748.0,0.1982,383,93,24.6,752,1,0,1,Highway,Maharashtra,active,legal_challenge
PRJ-00938,Low,52,88,125,82,58,83,46,1.08,43,0,6.6,3.8,98100.0,90752.0,0.9251,497,5,69.1,642,0,0,0,Power Line,West Bengal,planned,compensation
PRJ-00939,Medium,72,57,111,98,60,104,44,1.98,85,0,48.0,3.4,1738530.0,1302333.0,0.7491,255,178,65.9,641,1,0,0,Industrial,Karnataka,planned,legal_challenge
PRJ-00940,High,75,68,109,91,102,132,78,5.87,44,1,19.4,2.4,1371984.0,244762.0,0.1784,401,30,59.3,555,0,1,1,Power Line,Telangana,on_hold,compensation
PRJ-00941,Medium,92,37,78,110,75,94,39,9.06,90,3,19.0,3.7,1059229.0,580034.0,0.5476,11,7,70.7,554,1,1,0,Railway,West Bengal,on_hold,title_dispute
PRJ-00942,High,104,74,159,76,83,123,46,45.0,224,0,48.7,3.9,3169476.0,812020.0,0.2562,80,62,15.8,512,0,0,1,Border Infrastructure,Telangana,planned,boundary
PRJ-00943,Low,94,52,104,43,97,52,53,20.75,9,0,49.2,4.7,872878.0,728155.0,0.8342,476,363,83.7,727,0,1,0,Railway,Gujarat,completed,boundary
PRJ-00944,High,103,72,130,122,111,103,62,8.31,162,4,26.4,1.6,11296.0,3603.0,0.319,205,96,22.9,541,0,0,0,Border Infrastructure,Andhra Pradesh,active,boundary
